0, 1, 3
0, 2, 2
0, 3, 5
0, 4, 5
0, 5, 3
0, 6, 8
0, 7, 3
0, 8, 8
0, 9, 10
0, 10, 5
0, 11, 5
0, 12, 7
0, 13, 2
0, 14, 1
0, 15, 5
0, 16, 7
0, 17, 5
0, 18, 5
0, 19, 5
0, 20, 1
0, 21, 7
0, 22, 7
0, 23, 1
0, 24, 10
0, 25, 10
0, 26, 3
0, 27, 4
0, 28, 6
0, 29, 5
0, 30, 3
0, 31, 3
0, 32, 10
0, 33, 6
0, 34, 2
0, 35, 2
0, 36, 10
0, 37, 3
0, 38, 2
0, 39, 2
0, 40, 7
0, 41, 7
0, 42, 2
0, 43, 3
0, 44, 2
0, 45, 7
0, 46, 7
0, 47, 6
0, 48, 10
0, 49, 1
0, 50, 4
0, 51, 1
0, 52, 6
0, 53, 5
0, 54, 2
0, 55, 9
0, 56, 3
0, 57, 7
0, 58, 9
0, 59, 1
0, 60, 10
0, 61, 2
0, 62, 4
0, 63, 3
0, 64, 10
0, 65, 10
0, 66, 6
0, 67, 3
0, 68, 10
0, 69, 3
0, 70, 3
0, 71, 5
0, 72, 6
0, 73, 10
0, 74, 4
0, 75, 1
0, 76, 8
0, 77, 5
0, 78, 5
0, 79, 7
0, 80, 3
0, 81, 9
0, 82, 2
0, 83, 6
0, 84, 6
0, 85, 5
0, 86, 3
0, 87, 10
0, 88, 6
0, 89, 10
0, 90, 3
0, 91, 2
0, 92, 7
0, 93, 7
0, 94, 2
0, 95, 2
0, 96, 6
0, 97, 1
0, 98, 7
0, 99, 9
1, 2, 7
1, 3, 3
1, 4, 7
1, 5, 9
1, 6, 8
1, 7, 6
1, 8, 4
1, 9, 2
1, 10, 8
1, 11, 1
1, 12, 4
1, 13, 5
1, 14, 2
1, 15, 4
1, 16, 10
1, 17, 8
1, 18, 10
1, 19, 1
1, 20, 8
1, 21, 6
1, 22, 2
1, 23, 7
1, 24, 7
1, 25, 4
1, 26, 9
1, 27, 6
1, 28, 9
1, 29, 2
1, 30, 10
1, 31, 2
1, 32, 1
1, 33, 10
1, 34, 8
1, 35, 10
1, 36, 5
1, 37, 5
1, 38, 6
1, 39, 2
1, 40, 1
1, 41, 1
1, 42, 9
1, 43, 5
1, 44, 7
1, 45, 1
1, 46, 3
1, 47, 1
1, 48, 2
1, 49, 1
1, 50, 4
1, 51, 2
1, 52, 9
1, 53, 5
1, 54, 8
1, 55, 2
1, 56, 4
1, 57, 10
1, 58, 4
1, 59, 5
1, 60, 1
1, 61, 10
1, 62, 6
1, 63, 6
1, 64, 6
1, 65, 7
1, 66, 2
1, 67, 10
1, 68, 3
1, 69, 7
1, 70, 6
1, 71, 5
1, 72, 9
1, 73, 4
1, 74, 1
1, 75, 3
1, 76, 4
1, 77, 1
1, 78, 10
1, 79, 4
1, 80, 2
1, 81, 1
1, 82, 9
1, 83, 1
1, 84, 4
1, 85, 5
1, 86, 5
1, 87, 10
1, 88, 5
1, 89, 7
1, 90, 1
1, 91, 1
1, 92, 7
1, 93, 5
1, 94, 7
1, 95, 4
1, 96, 7
1, 97, 6
1, 98, 10
1, 99, 5
2, 3, 8
2, 4, 9
2, 5, 6
2, 6, 4
2, 7, 8
2, 8, 3
2, 9, 5
2, 10, 3
2, 11, 4
2, 12, 10
2, 13, 10
2, 14, 4
2, 15, 6
2, 16, 2
2, 17, 4
2, 18, 4
2, 19, 10
2, 20, 5
2, 21, 4
2, 22, 2
2, 23, 10
2, 24, 1
2, 25, 6
2, 26, 9
2, 27, 8
2, 28, 9
2, 29, 4
2, 30, 8
2, 31, 7
2, 32, 4
2, 33, 8
2, 34, 6
2, 35, 3
2, 36, 4
2, 37, 3
2, 38, 8
2, 39, 4
2, 40, 1
2, 41, 6
2, 42, 10
2, 43, 9
2, 44, 8
2, 45, 5
2, 46, 1
2, 47, 7
2, 48, 10
2, 49, 3
2, 50, 7
2, 51, 3
2, 52, 8
2, 53, 6
2, 54, 6
2, 55, 5
2, 56, 8
2, 57, 8
2, 58, 6
2, 59, 2
2, 60, 1
2, 61, 9
2, 62, 5
2, 63, 4
2, 64, 2
2, 65, 10
2, 66, 1
2, 67, 3
2, 68, 4
2, 69, 10
2, 70, 4
2, 71, 10
2, 72, 5
2, 73, 1
2, 74, 5
2, 75, 3
2, 76, 8
2, 77, 4
2, 78, 3
2, 79, 2
2, 80, 2
2, 81, 6
2, 82, 6
2, 83, 8
2, 84, 3
2, 85, 4
2, 86, 10
2, 87, 5
2, 88, 6
2, 89, 7
2, 90, 7
2, 91, 3
2, 92, 1
2, 93, 6
2, 94, 4
2, 95, 7
2, 96, 9
2, 97, 2
2, 98, 10
2, 99, 10
3, 4, 7
3, 5, 9
3, 6, 1
3, 7, 2
3, 8, 7
3, 9, 5
3, 10, 6
3, 11, 9
3, 12, 8
3, 13, 1
3, 14, 9
3, 15, 1
3, 16, 5
3, 17, 3
3, 18, 7
3, 19, 10
3, 20, 5
3, 21, 4
3, 22, 5
3, 23, 6
3, 24, 9
3, 25, 3
3, 26, 5
3, 27, 9
3, 28, 7
3, 29, 10
3, 30, 7
3, 31, 5
3, 32, 6
3, 33, 10
3, 34, 7
3, 35, 7
3, 36, 8
3, 37, 4
3, 38, 4
3, 39, 4
3, 40, 1
3, 41, 4
3, 42, 2
3, 43, 2
3, 44, 9
3, 45, 6
3, 46, 8
